slug,name,commune_nom,old_lat,old_lon,new_lat,new_lon,distance_m,confiance,n_sources,sources_used,inter_max_m,osm_match,wikidata_match,ign_match,applied,pieve_declared,pieve_geocoded,pieve_concordant,doyenne_declared,doyenne_geocoded,doyenne_concordant,note
san_martinu_omessa,San Martinu (Omessa),Omessa,42.33,9.13,41.98993,8.91099,41902.0,FAIBLE,1,ign,0.0,,,"41.98993,8.91099",,pieve_talcini,pieve_mezzana,False,doyenne_cortenais,doyenne_ajaccio,False,DIST_OVER_5000m
san_martinu_pietracorbara,San Martinu (Pietracorbara),Pietracorbara,42.78,9.435,42.85695,9.42325,8610.0,FAIBLE,1,ign,0.0,,,"42.85695,9.42325",,pieve_brando,pieve_brando,True,doyenne_du_cap,doyenne_du_cap,True,DIST_OVER_5000m
san_michele_bastia_citadelle,San Michele (Bastia Citadelle),Bastia,42.688,9.438,42.68512,9.43919,334.7,FAIBLE,1,ign,0.0,,,"42.68512,9.43919",True,pieve_bastia,pieve_bastia,True,doyenne_du_cap,doyenne_du_cap,True,
san_michele_castifao_caccia,San Michele (Castifao (Caccia)),Castifao,42.6,8.92,42.37828,9.14743,30912.5,FAIBLE,1,ign,0.0,,,"42.37828,9.14743",,pieve_caccia,pieve_talcini,False,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_nicolao_castellare_di_mercurio,San Nicolao (Castellare-di-Mercurio),Castellare-di-Mercurio,42.3,9.19,42.31168,9.26542,6336.7,FAIBLE,1,osm,0.0,"42.31168,9.26542",,,,pieve_giovellina,,?,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_nicolao_nonza,San Nicolao (Nonza),Nonza,42.78,9.342,42.36623,9.49771,47742.7,FAIBLE,1,ign,0.0,,,"42.36623,9.49771",,pieve_nonza,pieve_moriani,False,doyenne_du_cap,doyenne_plaine_orientale,False,DIST_OVER_5000m
san_nicolao_san_martino_di_lota,San Nicolao (San-Martino-di-Lota),San-Martino-di-Lota,42.89,9.43,42.72124,9.45357,18863.5,FAIBLE,1,ign,0.0,,,"42.72124,9.45357",,pieve_brando,pieve_brando,True,doyenne_du_cap,doyenne_du_cap,True,DIST_OVER_5000m
san_nicolao_sermano,San Nicolao (Sermano),Sermano,42.31,9.249,42.33896,9.38156,11363.9,FAIBLE,2,osm+ign,20032.8,"42.31168,9.26542",,"42.36623,9.49771",,pieve_rogna,pieve_alesani,False,doyenne_cortenais,doyenne_plaine_orientale,False,DIST_OVER_5000m
san_pantaleone_olcani,San Pantaleone (Olcani),Olcani,42.75,9.395,42.81032,9.36967,7019.1,FAIBLE,1,ign,0.0,,,"42.81032,9.36967",,pieve_canari,pieve_canari,True,doyenne_du_cap,doyenne_du_cap,True,DIST_OVER_5000m
san_petru_bisinchi,San Petru (Bisinchi),Bisinchi,42.49,9.2,42.47733,9.32433,10291.9,FAIBLE,1,ign,0.0,,,"42.47733,9.32433",,pieve_rostino,pieve_rostino,True,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
