slug,name,lat,lon,doyenne_declared,doyenne_real_geo,doyenne_mismatch,pieve_declared,pieve_real_geo,pieve_mismatch,in_corse_bbox,axe_corpus,note
san_giovanni_battista_bonifacio,San Giovanni Battista (Bonifacio),41.393,9.146,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_bonifacio,pieve_bonifacio,FALSE,TRUE,edifices_romans,
san_giovanni_battista_carbini,San Giovanni Battista Carbini,41.6419,9.2406,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_carbini,FALSE,TRUE,patrimoine_divers,
san_giovanni_battista_de_corte,San Giovanni Battista de Corte,42.3061,9.1497,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_talcini,pieve_talcini,FALSE,TRUE,edifices_romans,
san_giovanni_battista_vieille_ville_sartene,San Giovanni Battista (vieille ville) (Sartène),41.619,8.976,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,edifices_romans,
san_giovanni_carcheto_brustico,San Giovanni (Carcheto-Brustico),42.34,9.38,doyenne_du_golo,doyenne_plaine_orientale,TRUE,pieve_orezza,pieve_alesani,TRUE,TRUE,edifices_romans,
san_giovanni_castifao,San Giovanni (Castifao),42.54,9.08,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_caccia,pieve_caccia,FALSE,TRUE,edifices_romans,
san_giovanni_cozzano_bas,San Giovanni (Cozzano bas),41.862,9.088,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_verde,pieve_istria,TRUE,TRUE,edifices_romans,
san_giovanni_de_bonifacio,San Giovanni de Bonifacio,41.3892,9.1611,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_bonifacio,pieve_bonifacio,FALSE,TRUE,edifices_romans,
san_giovanni_de_coggia,San Giovanni de Coggia,42.1764,8.7339,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_cinarca,pieve_vico,TRUE,TRUE,edifices_romans,
san_giovanni_de_pianottoli_caldarello,San Giovanni de Pianottoli-Caldarello,41.4839,9.0628,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_freto,pieve_freto,FALSE,TRUE,edifices_romans,
san_giovanni_de_pino,San Giovanni de Pino,42.9489,9.3358,doyenne_du_cap,,FALSE,pieve_luri,,FALSE,TRUE,edifices_romans,doyenne_geo_NONE; pieve_geo_NONE
san_giovanni_de_san_giovanni_di_moriani,San Giovanni de San-Giovanni-di-Moriani,42.4042,9.4378,doyenne_plaine_orientale,doyenne_du_golo,TRUE,pieve_moriani,pieve_ampugnani,TRUE,TRUE,edifices_romans,
san_giovanni_de_santa_maria_siche,San Giovanni de Santa-Maria-Siché,41.8736,9.0286,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_ornano,,FALSE,TRUE,edifices_romans,pieve_geo_NONE
san_giovanni_figari_nord,San Giovanni (Figari nord),41.525,9.152,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_freto,pieve_freto,FALSE,TRUE,edifices_romans,
san_giovanni_ghisonaccia,San Giovanni (Ghisonaccia),42.02,9.43,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_aleria,pieve_aleria,FALSE,TRUE,edifices_romans,
san_giovanni_moriani_san_nicolao,San Giovanni (Moriani (San-Nicolao)),42.38,9.51,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_moriani,pieve_moriani,FALSE,TRUE,edifices_romans,
san_giovanni_morosaglia_merusaglia,San Giovanni (Morosaglia-Merusaglia),42.32,9.35,doyenne_cortenais,doyenne_plaine_orientale,TRUE,pieve_rostino,pieve_bozio,TRUE,TRUE,edifices_romans,
san_giovanni_nocario,San Giovanni (Nocario),42.31,9.34,doyenne_du_golo,doyenne_plaine_orientale,TRUE,pieve_orezza,pieve_bozio,TRUE,TRUE,edifices_romans,
san_giovanni_novale,San Giovanni (Novale),42.27,9.41,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_alesani,pieve_bozio,TRUE,TRUE,edifices_romans,
san_giovanni_novella,San Giovanni (Novella),42.565,9.135,doyenne_balagne,doyenne_balagne,FALSE,pieve_caccia,pieve_caccia,FALSE,TRUE,edifices_romans,
san_giovanni_partinello,San Giovanni (Partinello),42.2,8.665,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,edifices_romans,
san_giovanni_poggio_di_venaco,San Giovanni (Poggio-di-Venaco),42.27,9.13,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_venaco,pieve_talcini,TRUE,TRUE,edifices_romans,
san_giovanni_popolasca,San Giovanni (Popolasca),42.47,9.05,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_caccia,pieve_caccia,FALSE,TRUE,edifices_romans,
san_giovanni_porto_vecchio_haute_ville,San Giovanni (Porto-Vecchio (haute ville)),41.592,9.28,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_carbini,FALSE,TRUE,edifices_romans,
san_giovanni_prunelli_di_fiumorbo,San Giovanni (Prunelli-di-Fiumorbo),42.05,9.4,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_fiumorbo,pieve_aleria,TRUE,TRUE,edifices_romans,
san_giovanni_rapale,San Giovanni (Rapale),42.58,9.22,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
san_giovanni_san_nicolao_interieur,San Giovanni (San-Nicolao intérieur),42.33,9.46,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_moriani,pieve_campoloro,TRUE,TRUE,edifices_romans,
san_giovanni_serra_di_scopamene_haute,San Giovanni (Serra-di-Scopamène haute),41.728,9.19,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_giovanni_serrabone,San Giovanni (Serrabone),42.432,9.332,,doyenne_du_golo,FALSE,,pieve_ampugnani,FALSE,TRUE,edifices_romans,
san_giovanni_solaro,San Giovanni (Solaro),41.87,9.35,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_giovanni_sollacaro,San Giovanni (Sollacaro),41.77,8.87,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_istria,pieve_ornano,TRUE,TRUE,edifices_romans,
san_giovanni_sotta,San Giovanni (Sotta),41.56,9.22,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_freto,pieve_freto,FALSE,TRUE,edifices_romans,
san_giovanni_tallone,San Giovanni (Tallone),42.31,9.52,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_rogna,pieve_campoloro,TRUE,TRUE,edifices_romans,
san_giovanni_tomino,San Giovanni (Tomino),42.935,9.41,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_rogliano,pieve_luri,TRUE,TRUE,edifices_romans,
san_giovanni_vizzavona_bas,San Giovanni (Vizzavona bas),42.268,9.065,,doyenne_cortenais,FALSE,,pieve_talcini,FALSE,TRUE,edifices_romans,
san_giovanni_vizzavona_village,San Giovanni (Vizzavona village),42.25,9.05,,doyenne_cortenais,FALSE,,pieve_talcini,FALSE,TRUE,edifices_romans,
san_giovanni_zeloso,San Giovanni (Zeloso),42.248,9.385,,doyenne_plaine_orientale,FALSE,,pieve_bozio,FALSE,TRUE,edifices_romans,
san_giuliano_cuttoli_haute,San Giuliano (Cuttoli haute),42.032,8.802,,doyenne_piana_vico_sari,FALSE,,pieve_cinarca,FALSE,TRUE,edifices_romans,
san_giuseppu_arbellara_haute,San Giuseppu (Arbellara haute),41.815,8.855,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_sartene,pieve_ornano,TRUE,TRUE,edifices_romans,
san_lorenzo_de_ponte_leccia,San Lorenzo de Ponte-Leccia,42.4661,9.1953,doyenne_extreme_sud,doyenne_cortenais,TRUE,pieve_carbini,pieve_rostino,TRUE,TRUE,edifices_romans,
san_marcellu_vivario,San Marcellu (Vivario),42.285,9.083,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_vivario,pieve_talcini,TRUE,TRUE,edifices_romans,
san_martino_altagene,San Martino (Altagène),41.686,9.062,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_tallano,pieve_tallano,FALSE,TRUE,edifices_romans,
san_martino_cargese,San Martino (Cargèse),42.15,8.65,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,edifices_romans,
san_martino_de_patrimonio,San Martino de Patrimonio,42.6925,9.3475,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
san_martino_de_sari_d_orcino,San Martino de Sari-d'Orcino,42.0306,8.7917,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_cinarca,pieve_cinarca,FALSE,TRUE,edifices_romans,
san_martino_ghisoni_haute,San Martino (Ghisoni haute),42.078,9.29,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_ghisoni,pieve_fiumorbo,TRUE,TRUE,edifices_romans,
san_martino_piazzole,San Martino (Piazzole),42.285,9.29,doyenne_du_golo,doyenne_cortenais,TRUE,pieve_giovellina,pieve_bozio,TRUE,TRUE,edifices_romans,
san_martino_rogliano_village,San Martino (Rogliano village),42.955,9.418,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_rogliano,pieve_rogliano,FALSE,TRUE,edifices_romans,
san_martino_taglio_isolaccio,San Martino (Taglio-Isolaccio),42.44,9.5,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_tavagna,pieve_tavagna,FALSE,TRUE,edifices_romans,
san_martino_vescovato_haute,San Martino (Vescovato haute),42.505,9.48,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_casinca,pieve_casinca,FALSE,TRUE,edifices_romans,
san_martino_vico,San Martino (Vico),42.1,8.75,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_cinarca,TRUE,TRUE,edifices_romans,
san_martinu_alando,San Martinu (Alando),42.275,9.27,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_bozio,,FALSE,TRUE,edifices_romans,pieve_geo_NONE
san_martinu_belvedere_campomoro,San Martinu (Belvédère-Campomoro),41.56,8.9,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,edifices_romans,
san_martinu_borgo,San Martinu (Borgo),42.48,9.46,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_mariana,pieve_casinca,TRUE,TRUE,edifices_romans,
san_martinu_casanova,San Martinu (Casanova),42.31,9.07,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_giovellina,pieve_talcini,TRUE,TRUE,edifices_romans,
san_martinu_cozzano_haut,San Martinu (Cozzano haut),41.96,9.25,doyenne_prunelli_taravo_valinco,doyenne_plaine_orientale,TRUE,pieve_verde,pieve_fiumorbo,TRUE,TRUE,edifices_romans,
san_martinu_de_soccia,San Martinu de Soccia,42.2178,8.9783,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_sorroinsu,pieve_sorroinsu,FALSE,TRUE,edifices_romans,
san_martinu_figari_haute,San Martinu (Figari haute),41.505,9.132,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_freto,pieve_freto,FALSE,TRUE,edifices_romans,
san_martinu_galeria,San Martinu (Galeria),42.49,8.87,doyenne_balagne,doyenne_balagne,FALSE,pieve_filosorma,pieve_balagne,TRUE,TRUE,edifices_romans,
san_martinu_grosseto_prugna,San Martinu (Grosseto-Prugna),41.85,8.92,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_ornano,pieve_ornano,FALSE,TRUE,edifices_romans,
san_martinu_luri,San Martinu (Luri),42.91,9.39,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_luri,pieve_luri,FALSE,TRUE,edifices_romans,
san_martinu_monacia_d_aullene_sud,San Martinu (Monacia-d'Aullène sud),41.45,9.13,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_freto,pieve_bonifacio,TRUE,TRUE,edifices_romans,
san_martinu_murato_haute,San Martinu (Murato haute),42.67,9.21,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
san_martinu_murzo,San Martinu (Murzo),42.108,8.912,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_sorroinsu,pieve_cruzini,TRUE,TRUE,edifices_romans,
san_martinu_omessa,San Martinu (Omessa),42.33,9.13,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_talcini,pieve_talcini,FALSE,TRUE,edifices_romans,
san_martinu_pietracorbara,San Martinu (Pietracorbara),42.78,9.435,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_brando,pieve_brando,FALSE,TRUE,edifices_romans,
san_martinu_rezza,San Martinu (Rezza),42.13,8.89,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_cruzini,pieve_cruzini,FALSE,TRUE,edifices_romans,
san_martinu_serra_di_fiumorbo,San Martinu (Serra-di-Fiumorbo),41.99,9.38,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_fiumorbo,pieve_fiumorbo,FALSE,TRUE,edifices_romans,
san_martinu_tavera,San Martinu (Tavera),42.15,8.98,doyenne_ajaccio,doyenne_piana_vico_sari,TRUE,pieve_celavo,pieve_cruzini,TRUE,TRUE,edifices_romans,
san_martinu_ucciani,San Martinu (Ucciani),42.135,9.03,doyenne_ajaccio,doyenne_piana_vico_sari,TRUE,pieve_celavo,pieve_cruzini,TRUE,TRUE,edifices_romans,
san_martinu_verdese,San Martinu (Verdese),42.36,9.35,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_orezza,pieve_orezza,FALSE,TRUE,edifices_romans,
san_martinu_zicavo,San Martinu (Zicavo),42.005,8.92,doyenne_prunelli_taravo_valinco,doyenne_ajaccio,TRUE,pieve_verde,pieve_mezzana,TRUE,TRUE,edifices_romans,
san_martinu_zicavo_village,San Martinu (Zicavo village),41.888,9.133,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_michele_bastia_citadelle,San Michele (Bastia Citadelle),42.688,9.438,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_bastia,pieve_bastia,FALSE,TRUE,edifices_romans,
san_michele_castifao_caccia,San Michele (Castifao (Caccia)),42.6,8.92,doyenne_cortenais,doyenne_balagne,TRUE,pieve_caccia,pieve_balagne,TRUE,TRUE,edifices_romans,
san_michele_de_murato,San Michele de Murato,42.6147,9.337,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
san_michele_speloncato_bas,San Michele (Speloncato bas),42.625,8.975,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_nicola_cargese_haute,San Nicola (Cargèse haute),42.135,8.612,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,edifices_romans,
san_nicolao_albitreccia,San Nicolao (Albitreccia),41.82,8.975,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_ornano,pieve_ornano,FALSE,TRUE,edifices_romans,
san_nicolao_castellare_di_mercurio,San Nicolao (Castellare-di-Mercurio),42.3,9.19,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_giovellina,pieve_talcini,TRUE,TRUE,edifices_romans,
san_nicolao_coti_chiavari,San Nicolao (Coti-Chiavari),41.81,8.8,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_ornano,pieve_ornano,FALSE,TRUE,edifices_romans,
san_nicolao_cozzano,San Nicolao (Cozzano),41.98,9.3,doyenne_prunelli_taravo_valinco,doyenne_plaine_orientale,TRUE,pieve_verde,pieve_fiumorbo,TRUE,TRUE,edifices_romans,
san_nicolao_ghisoni,San Nicolao (Ghisoni),42.09,9.35,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_ghisoni,pieve_fiumorbo,TRUE,TRUE,edifices_romans,
san_nicolao_levie,San Nicolao (Levie),41.715,9.067,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_tallano,TRUE,TRUE,edifices_romans,
san_nicolao_linguizzetta,San Nicolao (Linguizzetta),42.21,9.46,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_campoloro,pieve_rogna,TRUE,TRUE,edifices_romans,
san_nicolao_nonza,San Nicolao (Nonza),42.78,9.342,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_nonza,pieve_nonza,FALSE,TRUE,edifices_romans,
san_nicolao_petreto_bicchisano,San Nicolao (Petreto-Bicchisano),41.73,9.0,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_istria,pieve_sartene,TRUE,TRUE,edifices_romans,
san_nicolao_pianello_bozio,San Nicolao (Pianello (Bozio)),42.312,9.268,doyenne_plaine_orientale,doyenne_cortenais,TRUE,pieve_bozio,,FALSE,TRUE,edifices_romans,pieve_geo_NONE
san_nicolao_san_martino_di_lota,San Nicolao (San-Martino-di-Lota),42.89,9.43,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_brando,pieve_luri,TRUE,TRUE,edifices_romans,
san_nicolao_san_nicolao,San Nicolao,42.13,9.48,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_moriani,pieve_aleria,TRUE,TRUE,edifices_romans,
san_nicolao_sermano,San Nicolao (Sermano),42.31,9.249,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_rogna,,FALSE,TRUE,edifices_romans,pieve_geo_NONE
san_nicolao_serra_di_scopamene,San Nicolao (Serra-di-Scopamène),41.83,9.32,doyenne_extreme_sud,doyenne_plaine_orientale,TRUE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_pancrazio_couvent_de_vico_vico,San Pancrazio (couvent de Vico),42.118,8.788,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,edifices_romans,
san_pantaleone_olcani,San Pantaleone (Olcani),42.75,9.395,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_canari,pieve_brando,TRUE,TRUE,edifices_romans,
san_parteo_lucciana_mariana,San Parteo (Lucciana/Mariana),42.468,9.455,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_mariana,pieve_casinca,TRUE,TRUE,edifices_romans,
san_petru_bisinchi,San Petru (Bisinchi),42.49,9.2,doyenne_cortenais,doyenne_du_golo,TRUE,pieve_rostino,pieve_caccia,TRUE,TRUE,edifices_romans,
san_petru_calcatoggio,San Petru (Calcatoggio),42.095,8.73,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_cinarca,pieve_cinarca,FALSE,TRUE,edifices_romans,
san_petru_canavaggia,San Petru (Canavaggia),42.425,9.082,doyenne_du_golo,doyenne_cortenais,TRUE,pieve_caccia,pieve_giovellina,TRUE,TRUE,edifices_romans,
san_petru_conca,San Petru (Conca),41.835,9.35,doyenne_extreme_sud,doyenne_plaine_orientale,TRUE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_petru_cuttoli_corticchiato,San Petru (Cuttoli-Corticchiato),42.01,8.84,doyenne_ajaccio,doyenne_ajaccio,FALSE,pieve_mezzana,pieve_mezzana,FALSE,TRUE,edifices_romans,
san_petru_ghisoni_village_bas,San Petru (Ghisoni village bas),42.062,9.342,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_ghisoni,pieve_fiumorbo,TRUE,TRUE,edifices_romans,
san_petru_lozzi,San Petru (Lozzi),42.36,8.968,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_niolu,pieve_niolu,FALSE,TRUE,edifices_romans,
san_petru_moltifao,San Petru (Moltifao),42.5,9.05,doyenne_cortenais,doyenne_balagne,TRUE,pieve_caccia,pieve_balagne,TRUE,TRUE,edifices_romans,
san_petru_san_giuliano,San Petru (San-Giuliano),42.2,9.49,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_campoloro,pieve_campoloro,FALSE,TRUE,edifices_romans,
san_petru_vallerustie_village,San Petru (Vallerustie village),42.395,9.305,,doyenne_cortenais,FALSE,,pieve_rostino,FALSE,TRUE,edifices_romans,
san_petru_ventiseri,San Petru (Ventiseri),41.96,9.36,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_petru_zonza,San Petru (Zonza),41.78,9.26,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_pietro_ajaccio_castelluccio,San Pietro (Ajaccio Castelluccio),41.93,8.7,doyenne_ajaccio,doyenne_ajaccio,FALSE,pieve_ajaccio,pieve_ajaccio,FALSE,TRUE,edifices_romans,
san_pietro_albertacce,San Pietro (Albertacce),42.33,8.95,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_niolu,pieve_niolu,FALSE,TRUE,edifices_romans,
san_pietro_asco,San Pietro (Asco),42.53,9.17,doyenne_cortenais,doyenne_balagne,TRUE,pieve_caccia,pieve_caccia,FALSE,TRUE,edifices_romans,
san_pietro_bocognano,San Pietro (Bocognano),42.18,8.95,doyenne_ajaccio,doyenne_piana_vico_sari,TRUE,pieve_celavo,pieve_sorroinsu,TRUE,TRUE,edifices_romans,
san_pietro_centuri,San Pietro (Centuri),42.965,9.355,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_pino,pieve_pino,FALSE,TRUE,edifices_romans,
san_pietro_cervione_basse,San Pietro (Cervione basse),42.45,9.49,doyenne_plaine_orientale,doyenne_du_golo,TRUE,pieve_campoloro,pieve_casinca,TRUE,TRUE,edifices_romans,
san_pietro_e_paolo_lumio,San Pietro e Paolo (Lumio),42.578,8.835,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_pietro_favalello,San Pietro (Favalello),42.26,9.245,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_bozio,pieve_bozio,FALSE,TRUE,edifices_romans,
san_pietro_fozzano,San Pietro (Fozzano),41.805,8.935,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_sartene,pieve_ornano,TRUE,TRUE,edifices_romans,
san_pietro_isolaccio_di_fiumorbo,San Pietro (Isolaccio-di-Fiumorbo),42.0,9.42,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_fiumorbo,pieve_fiumorbo,FALSE,TRUE,edifices_romans,
san_pietro_la_porta,San Pietro (La Porta),42.365,9.4,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_ampugnani,pieve_orezza,TRUE,TRUE,edifices_romans,
san_pietro_letia,San Pietro (Letia),42.07,8.96,doyenne_piana_vico_sari,doyenne_ajaccio,TRUE,pieve_sorroinsu,pieve_celavo,TRUE,TRUE,edifices_romans,
san_pietro_loreto_di_tallano,San Pietro (Loreto-di-Tallano),41.66,9.022,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_tallano,pieve_tallano,FALSE,TRUE,edifices_romans,
san_pietro_lozari,San Pietro (Lozari),42.618,9.002,,doyenne_balagne,FALSE,,pieve_balagne,FALSE,TRUE,edifices_romans,
san_pietro_muro,San Pietro (Muro),42.578,8.998,doyenne_balagne,doyenne_balagne,FALSE,pieve_caccia,pieve_balagne,TRUE,TRUE,edifices_romans,
san_pietro_noceta,San Pietro (Noceta),42.2,9.21,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_venaco,pieve_venaco,FALSE,TRUE,edifices_romans,
san_pietro_olmeta_di_capocorso,San Pietro (Olmeta-di-Capocorso),42.84,9.34,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_nonza,pieve_canari,TRUE,TRUE,edifices_romans,
san_pietro_olmeto,San Pietro (Olmeto),41.7,8.9,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_istria,pieve_istria,FALSE,TRUE,edifices_romans,
san_pietro_palasca,San Pietro (Palasca),42.59,8.96,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_pietro_penta_di_casinca,San Pietro (Penta-di-Casinca),42.35,9.5,doyenne_du_golo,doyenne_plaine_orientale,TRUE,pieve_casinca,pieve_moriani,TRUE,TRUE,edifices_romans,
san_pietro_pigna,San Pietro (Pigna),42.598,8.935,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_pietro_poggio_mezzana,San Pietro (Poggio-Mezzana),42.21,9.39,doyenne_du_golo,doyenne_plaine_orientale,TRUE,pieve_tavagna,pieve_rogna,TRUE,TRUE,edifices_romans,
san_pietro_rapale_haute,San Pietro (Rapale haute),42.628,9.272,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
san_pietro_renno,San Pietro (Renno),42.13,8.75,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_sorroinsu,pieve_cinarca,TRUE,TRUE,edifices_romans,
san_pietro_saliceto,San Pietro (Saliceto),42.375,9.38,doyenne_cortenais,doyenne_du_golo,TRUE,pieve_rostino,pieve_orezza,TRUE,TRUE,edifices_romans,
san_pietro_sampolo,San Pietro (Sampolo),41.92,9.27,doyenne_prunelli_taravo_valinco,doyenne_plaine_orientale,TRUE,pieve_verde,pieve_verde,FALSE,TRUE,edifices_romans,
san_pietro_santo_pietro_di_tenda,San Pietro (Santo-Pietro-di-Tenda),42.66,9.07,doyenne_du_golo,doyenne_balagne,TRUE,pieve_nebbiu,pieve_balagne,TRUE,TRUE,edifices_romans,
san_pietro_sorbo_ocagnano,San Pietro (Sorbo-Ocagnano),42.45,9.38,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_casinca,pieve_ampugnani,TRUE,TRUE,edifices_romans,
san_pietro_sorbollano,San Pietro (Sorbollano),41.68,9.1,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_tallano,TRUE,TRUE,edifices_romans,
san_pietro_tavaco,San Pietro (Tavaco),41.95,8.85,doyenne_ajaccio,doyenne_prunelli_taravo_valinco,TRUE,pieve_mezzana,pieve_ajaccio,TRUE,TRUE,edifices_romans,
san_pietro_venaco,San Pietro (Venaco),42.23,9.157,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_venaco,pieve_venaco,FALSE,TRUE,edifices_romans,
san_pietro_venzolasca,San Pietro (Venzolasca),42.485,9.488,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_casinca,pieve_casinca,FALSE,TRUE,edifices_romans,
san_quilico_de_cambia,San Quilico de Cambia,42.4147,9.3567,doyenne_cortenais,doyenne_du_golo,TRUE,pieve_vallerustie,pieve_ampugnani,TRUE,TRUE,edifices_romans,
san_quilicu_ambiegna,San Quilicu (Ambiegna),42.025,8.75,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_cinarca,pieve_cinarca,FALSE,TRUE,edifices_romans,
