Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;SSCUBL31V.BLA;LIAISON 63kV N0 1 ST-ANDRE-DE-CUBZAC-VILLENEUVE-DE-BLAYE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BERG9L31DAX;LIAISON 63kV N0 1 BERGE-DAX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHABRL61ZCBAU;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHABRILLAN - CHAMBAUD;EN EXPLOITATION;225kV;RTE;2;VALE8L61ZMANG;LIAISON 225kV N0 1 ETOILE-SUR-RHONE - LOGIS-NEUF - VALENCE;;;;;;
AERIEN;MARGEL31MENDE;LIAISON 63kV N0 1 MARGERIDE-MENDE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FECAML41SAINN;LIAISON 90kV N0 1 FECAMP-SAINNEVILLE;EN EXPLOITATION;90kV;RTE;2;SAINNL42ZECRA;LIAISON 90kV N0 2 ECRAINVILLE - FECAMP - SAINNEVILLE;;;;;;
AERIEN;CHOLOL31VOID;LIAISON 63kV N0 1 CHOLOY-VOID;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;EPER5L41RAMBO;LIAISON 90kV N0 1 EPERNON-RAMBOUILLET;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BRESSL41ZRENE;LIAISON 90kV N0 1 BRESSUIRE - CERIZAY - MONCOUTANT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MOTT5L31ZCOLO;LIAISON 63kV N0 1 AVIGNON(POSTE)-COLOMB-MOTTE (LA) (V.-LES-AVIGNON);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MOTT5L61ROUGI;LIAISON 225kV N0 1 MOTTE (LA) (V.-LES-AVIGNON)-ROUGIER;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FROGEL61ZMER7;LIAISON 225kV N0 1 FROGES - GRANDE-ILE - MERCIERS (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ARMONL41TOURY;LIAISON 90kV N0 1 ARMONVILLE-TOURY;EN EXPLOITATION;90kV;RTE;2;TIVERL41TOURY;LIAISON 90kV N0 1 TIVERNON-TOURY;;;;;;
AERIEN;TRI.PL71TRI.P;RES. LIAISON 400kV N0 1 (GRILLE OUEST) TRICASTIN-POSTE (LE) - TRICASTIN-POSTE (LE);EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;BRAUDL71PREGU;LIAISON 400kV N0 1 BRAUD - PREGUILLAC;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;B.MONL31COMB5;LIAISON 63kV N0 1 BEAUMONT-MONTEUX-COMBEAUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DURANL61REALT;LIAISON 225kV N0 1 DURANNE (LA)-REALTOR;EN EXPLOITATION;225kV;RTE;2;DURANL61REALT;LIAISON 225kV N0 1 DURANNE (LA)-REALTOR;;;;;;
AERIEN;CHAP5L41J.TOU;LIAISON 90kV N0 1 CHAPELLE (LA) (AUX NAUX) - JOUE-LES-TOURS;EN EXPLOITATION;90kV;RTE;2;SSCO7L41ZJ.TO;LIAISON 90kV N0 1 JOUE-LES-TOURS-LARCAY-ST-COME;;;;;;
AERIEN;AIX  L31PALUN;LIAISON 63kV N0 1 AIX-PALUN (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CRENEL31ZSSVA;LIAISON 63kV N0 1 CRENEY-POLISOT-ST-PARRES-LES-VAUDES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CRENEL31ZMORG;LIAISON 63kV N0 1 CRENEY-LA MORGE-VENDEUVRE-SUR-BARSE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MAC.SL31MACON;LIAISON 63kV N0 1 MACON-MACON-SUD;EN EXPLOITATION;63kV;RTE;2;MAC.SL31MACON;LIAISON 63kV N0 1 MACON-MACON-SUD;;;;;;
AERIEN;POUXEL31SSNAB;LIAISON 63kV N0 1 POUXEUX-ST-NABORD;EN EXPLOITATION;63kV;RTE;2;POUXEL32SSNAB;LIAISON 63kV N0 2 POUXEUX-ST-NABORD;;;;;;
AERIEN;T.DOML61VANDI;LIAISON 225kV N0 1 TROIS DOMAINES-VANDIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;COUDEL41ZCOU8;LIAISON 90kV N0 1 COUDEKERQUE-DUNES (LES)-GRANDE-SYNTHE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;LESQUL61VERLH;LIAISON 225kV N0 1 LESQUIVE-VERLHAGUET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;RAGEAL31ZRAGE;LIAISON 63kV N0 1 CONTAMINE-MOTTARET-RAGEAT (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;.IRUNL51ERRON;LIAISON 130kV N0 1 ERRONDENIA - IRUN;EN EXPLOITATION;150kV;RTE;2;ERRONL31PULUT;LIAISON 63kV N0 1 ERRONDENIA-PULUTENIA;;;;;;
AERIEN;ARRIGL61CHEVI;LIAISON 225kV N0 1 ARRIGHI-CHEVILLY;EN EXPLOITATION;225kV;RTE;2;ARRIGL61V.GEO;LIAISON 225kV N0 1 ARRIGHI-VILLENEUVE-ST-GEORGES;;;;;;
AERIEN;CHALOL31CHAL6;LIAISON 63kV N0 1 CHALON-CHALON(KODAK-PATHE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LAGUIL31ZLAGU;LIAISON 63kV N0 1 LOUSLITGES-LAGUIAN-MAUBOURGUET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MARL6L71VIGY;LIAISON 400kV N0 1 MARLENHEIM - VIGY;EN EXPLOITATION;400kV;RTE;2;BERGHL61MARL6;LIAISON 225kV N0 1 BERGHOLZ-MARLENHEIM;;;;;;
AERIEN;P.CASL31ZLAF5;LIAISON 63kV N0 1 BOE-PONT DU CASSE-LAFOX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ALBERL71COCHE;LIAISON 400kV N0 1 ALBERTVILLE - COCHE (LA);EN EXPLOITATION;400kV;RTE;2;COCHEL71P.AND;LIAISON 400kV N0 1 COCHE (LA) - PRAZ-ST-ANDRE;;;;;;
AERIEN;MACONL31ZMAC.;LIAISON 63kV N0 1 CRECHES-MACON-MACON-SUD;EN EXPLOITATION;63kV;RTE;2;MACONL32ROMAN;LIAISON 63kV N0 2 MACON-ROMANECHE;;;;;;
AERIEN;GUARBL41HAZEB;LIAISON 90kV N0 1 GUARBECQUE-HAZEBROUCK;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;COUDOL32ZSOL6;LIAISON 63kV N0 2 COUDON (LE)-GARDE (LA)-SOLLIES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;G.SYNL62WARAN;LIAISON 225kV N0 2 GRANDE-SYNTHE - WARANDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BOULBL31SAVE5;LIAISON 63kV N0 1 BOULBONNE - SAVERDUN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;P.LANL31ZESTA;LIAISON 63kV N0 1 ESTAQUE (L)-PAS-DES-LANCIERS-SEPTEMES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHAINL41SARAN;LIAISON 90kV N0 1 CHAINGY - SARAN;EN EXPLOITATION;90kV;RTE;2;POL45L41SARAN;LIAISON 90kV N0 1 POLE 45-SARAN;;;;;;
AERIEN;GOURJL31MAZAM;LIAISON 63kV N0 1 GOURJADE-MAZAMET;EN EXPLOITATION;63kV;RTE;2;GOURJL31MAZAM;LIAISON 63kV N0 1 GOURJADE-MAZAMET;;;;;;
AERIEN;CRUSEL61ZCRUS;LIAISON 225kV N0 1 CORNIER - CRUSEILLES - GENISSIAT-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;RAN.PL31TADEN;LIAISON 63kV N0 1 RANCE-POSTE-TADEN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FOUL5L41ZCO10;LIAISON 90kV N0 1 COULINIERE (LA)-FOULONNIERES-VAUDREUIL;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;GARDAL31PALUN;LIAISON 63kV N0 1 GARDANNE-PALUN (LA);EN EXPLOITATION;63kV;RTE;2;GARDAL32PALUN;LIAISON 63kV N0 2 GARDANNE-PALUN (LA);;;;;;
AERIEN;FLAMAL74MENUE;LIAISON 400kV N0 4 FLAMANVILLE - MENUEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BORT L62MOLE;LIAISON 225kV N0 2 BORT - MOLE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LANEUL31SSCH6;LIAISON 63kV N0 1 LANEUVEVILLE-ST-CHARLES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FLOIRL61PESSA;LIAISON 225kV N0 1 FLOIRAC EDF-PESSAC;EN EXPLOITATION;225kV;RTE;2;PESSAL32PTAC;LIAISON 63kV N0 2 PESSAC - PONTAC;;;;;;
AERIEN;A.MORL31VAUVE;LIAISON 63kV N0 1 AIGUES-MORTES-VAUVERT;EN EXPLOITATION;63kV;RTE;2;TABLEL31VAUVE;LIAISON 63kV N0 1 TABLE(LA)-VAUVERT;;;;;;
AERIEN;P.AU5L41ZETRE;LIAISON 90kV N0 1 ETREVILLE - PONT-AUDEMER - YAINVILLE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;AIRVAL41MIREB;LIAISON 90kV N0 1 AIRVAULT-MIREBEAU;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CHESNL31G.PAR;LIAISON 63kV N0 1 CHESNOY (LE) - GRANDE-PAROISSE;EN EXPLOITATION;63kV;RTE;2;CHESNL32G.PAR;LIAISON 63kV N0 2 CHESNOY (LE) - GRANDE-PAROISSE;;;;;;
AERIEN;CHAN5L71LARCA;LIAISON 400kV N0 1 CHANCEAUX - LARCAY;EN EXPLOITATION;400kV;RTE;2;CHAN5L72LARCA;LIAISON 400kV N0 2 CHANCEAUX - LARCAY;;;;;;
AERIEN;GRAV5L75WARAN;LIAISON 400kV N0 5 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;T.VICL61ZMENT;LIAISON 225kV N0 1 CAMPOROSSO - MENTON - TRINITE-VICTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXTO5L31HAM;LIAISON 63kV N0 1 BEAUTOR(POSTE)-HAM;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PTCHAL31SAVEN;LIAISON 63kV N0 1 PONTCHATEAU-SAVENAY;EN EXPLOITATION;63kV;RTE;2;SAVENL41ZBARA;RES. LIAISON 90kV N0 1 SAVENAY - PIQUAGE Z BARATTERAIS;;;;;;
AERIEN;BLAY5L61MQIS;LIAISON 225kV N0 1 BLAYAIS (POSTE AEROSOUTERRAIN) - MARQUIS (LE);EN EXPLOITATION;225kV;RTE;2;FLEACL61MQIS;LIAISON 225kV N0 1 FLEAC-MARQUIS (LE);;;;;;
AERIEN;MAXE L62SSJUL;LIAISON 225kV N0 2 MAXE (LA)-ST-JULIEN;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;ALBE5L41DOULL;LIAISON 90kV N0 1 ALBERT-DOULLENS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;VALLIL31ZCHA6;LIAISON 63kV N0 1 CHAVANOD-CHAVAROCHE-VALLIERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GRIM5L32SSTRO;LIAISON 63kV N0 2 GRIMAUD - ST-TROPEZ;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GRIM5L33SSTRO;LIAISON 63kV N0 3 GRIMAUD - ST-TROPEZ;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MOULAL71VIGY;LIAISON 400kV N0 1 MOULAINE - VIGY;EN EXPLOITATION;400kV;RTE;2;MOULAL72VIGY;LIAISON 400kV N0 2 MOULAINE - VIGY;;;;;;
AERIEN;CONTAL61G.COE;LIAISON 225kV N0 1 CONTAMINE-GRAND-COEUR;EN EXPLOITATION;225kV;RTE;2;CONTAL31G.COE;LIAISON 63kV N0 1 CONTAMINE-GRAND-COEUR;;;;;;
AERIEN;GUERSL61ZPRIN;LIAISON 225kV N0 1 CORDEMAIS-POSTE - GUERSAC - THEIX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CAPELL61H.VIE;LIAISON 225kV N0 1 CAPELLE (LA) - HERIE-LA-VIEVILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CPNIEL31ZSSDI;LIAISON 63kV N0 1 CHAMPAGNIER-HERBETTE (L)-PEAGE-DE-VIZILLE-ST-DIDIER;EN EXPLOITATION;63kV;RTE;2;CPNIEL31ZSSDI;LIAISON 63kV N0 1 CHAMPAGNIER-HERBETTE (L)-PEAGE-DE-VIZILLE-ST-DIDIER;;;;;;
AERIEN;AUBE L61BARQU;LIAISON 225kV N0 1 AUBE-BARQUET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GOUR5L31VALE7;LIAISON 63kV N0 1 GOURDAN - VALENTINE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;E.FORL43LARCA;LIAISON 90kV N0 3 EPINES-FORTES-LARCAY;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ALENCL42CPFL5;LIAISON 90kV N0 2 ALENCON-CHAMPFLEUR;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MEZE5L71PORC2;RES. LIAISON 400kV N0 1 MEZEROLLES - PORCHEVILLE B;EN EXPLOITATION;HORS TENSION;RTE;2;MEZE5L72PORC2;RES. LIAISON 400kV N0 2 MEZEROLLES - PORCHEVILLE B;;;;;;
AERIEN;CERGYL61ZLIES;LIAISON 225kV N0 1 CERGY - HAUTE-BORNE - LIESSE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LUMESL31MOHON;LIAISON 63kV N0 1 LUMES-MOHON;EN EXPLOITATION;63kV;RTE;2;LUMESL31MOHON;LIAISON 63kV N0 1 LUMES-MOHON;;;;;;
AERIEN;COR.PL61PTCHA;LIAISON 225kV N0 1 CORDEMAIS-POSTE-PONTCHATEAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BISSYL31M.SER;LIAISON 63kV N0 1 BISSY-MOTTE SERVOLEX (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHANOL31G.VIO;LIAISON 63kV N0 1 CHANOZ-GRANDS-VIOLETS;EN EXPLOITATION;63kV;RTE;2;CHANOL31RILLI;LIAISON 63kV N0 1 CHANOZ-RILLIEUX;;;;;;
AERIEN;BAGE L31O.CHA;LIAISON 63kV N0 1 BAGE (STATION DE POMPAGE)-ONET-LE-CHATEAU;EN EXPLOITATION;63kV;RTE;2;BARAQL31O.CHA;LIAISON 63kV N0 1 BARAQUEVILLE-ONET-LE-CHATEAU;;;;;;
AERIEN;G.COEL21N.BRI;LIAISON 45kV N0 1 GRAND-COEUR-NOTRE-DAME-DE-BRIANCON;EN EXPLOITATION;45kV;RTE;1;;;;;;;;
AERIEN;DAMERL61VESLE;LIAISON 225kV N0 1 DAMERY-VESLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GUERSL31PTCHA;LIAISON 63kV N0 1 GUERSAC-PONTCHATEAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CRUA5L61L.NEU;LIAISON 225kV N0 1 CRUAS (-MEYSSE) - LOGIS-NEUF;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CRUA5L61L.NEU;LIAISON 225kV N0 1 CRUAS (-MEYSSE) - LOGIS-NEUF;EN EXPLOITATION;225kV;RTE;2;CRUA5L62L.NEU;LIAISON 225kV N0 2 CRUAS (-MEYSSE)-LOGIS-NEUF;;;;;;
AERIEN;FLOINL31OSNES;LIAISON 63kV N0 1 FLOING-OSNES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GUINGL31SSAG5;LIAISON 63kV N0 1 GUINGAMP-ST-AGATHON;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;AIME L31CONTA;LIAISON 63kV N0 1 AIME-CONTAMINE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BASTIL61LANNE;LIAISON 225kV N0 1 BASTILLAC-LANNEMEZAN;EN EXPLOITATION;225kV;RTE;2;BASTIL31ZBIA7;LIAISON 63kV N0 1 BASTILLAC-BIACAVE-VIC EN BIGORRE;;;;;;
AERIEN;BXLIEL41MARA7;LIAISON 90kV N0 1 BEAULIEU-MARANS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CERCEL31SEUIL;LIAISON 63kV N0 1 CERCEAU-SEUIL;EN EXPLOITATION;63kV;RTE;2;SEUILL31VOUZI;LIAISON 63kV N0 1 SEUIL-VOUZIERS;;;;;;
AERIEN;BEZIEL32ZBEZ5;LIAISON 63kV N0 2 BEZIERS(S.N.C.F.)-SAUCLIERES-ST-VINCENT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CREYSL71G.ILE;LIAISON 400kV N0 1 CREYS - GRANDE-ILE;EN EXPLOITATION;400kV;RTE;2;CREYSL72G.ILE;LIAISON 400kV N0 2 CREYS - GRANDE-ILE;;;;;;
AERIEN;ROGNAL31S.BLA;LIAISON 63kV N0 1 ROGNAC-SALON-CROIX-BLANCHE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CLOCHL61DECHY;LIAISON 225kV N0 1 CLOCHETTE (LA)-DECHY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GERSTL61RHINA;LIAISON 225kV N0 1 GERSTHEIM-RHINAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;M.SEIL71VIELM;LIAISON 400kV N0 1 MERY-SUR-SEINE - VIELMOULIN;EN EXPLOITATION;400kV;RTE;2;M.SEIL72VIELM;LIAISON 400kV N0 2 MERY-SUR-SEINE - VIELMOULIN;;;;;;
AERIEN;MOIRAL31RIVE5;LIAISON 63kV N0 1 MOIRANS-RIVES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CRIQUL41SSFOL;LIAISON 90kV N0 1 CRIQUET - ST-JEAN-DE-FOLLEVILLE;EN EXPLOITATION;90kV;RTE;2;SANDOL41SSFOL;LIAISON 90kV N0 1 ST-JEAN-DE-FOLLEVILLE-SANDOUVILLE;;;;;;
AERIEN;GAVETL31L.MOR;LIAISON 63kV N0 1 GAVET (FERROPEM) - LAC-MORT;EN EXPLOITATION;63kV;RTE;2;GAVE5L31P.VIZ;LIAISON 63kV N0 1 GAVET (HYDRAULIQUE) - PEAGE-DE-VIZILLE;;;;;;
AERIEN;SSCOML32ZCHAM;LIAISON 63kV N0 1 CHAMP - CHAMPAGNIER - ST-GEORGES-DE-COMMIERS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BRAS5L32ZBEZZ;LIAISON 63kV N0 2 GOURJADE-BRASSAC-LUZIERES I;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CAIL L51G.CAI;LIAISON 150kV N0 1 CAIL - GROS-CAILLOU;EN EXPLOITATION;150kV;RTE;1;;;;;;;;
AERIEN;C.METL32V.ETI;RES. LIAISON 63kV N0 2 CROIX-DE-METZ - VILLEY ST ETIENNE;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;SARRYL61VIELM;LIAISON 225kV N0 1 SARRY-VIELMOULIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ZS.SEL31ZVLET;LIAISON 63kV N0 1 DONCHERY-MARLIERE-SOMMER-SEDAN-TORCY(CEPIA )-VILLETTE(PORTIQUE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BREVIL61MALGO;LIAISON 225kV N0 1 BREVIERES (LES)-MALGOVERT;EN EXPLOITATION;225kV;RTE;2;BREVIL31ZVICL;LIAISON 63kV N0 1 BREVIERES (LES)-MALGOVERT-VICLAIRE;;;;;;
AERIEN;JURANL51L.BAL;LIAISON 150kV N0 1 JURANCON - LAU BALAGNAS;EN EXPLOITATION;150kV;RTE;1;;;;;;;;
AERIEN;ARCHEL31POUXE;LIAISON 63kV N0 1 ARCHES - POUXEUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;RQROUL61SSEST;LIAISON 225kV N0 1 ROQUEROUSSE-ST-ESTEVE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;POISSL31PUISE;LIAISON 63kV N0 1 POISSY-PUISEUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ARGIEL31RONCH;LIAISON 63kV N0 1 ARGIESANS-RONCHAMP;EN EXPLOITATION;63kV;RTE;2;ARGIEL31RONCH;LIAISON 63kV N0 1 ARGIESANS-RONCHAMP;;;;;;
AERIEN;ALSTHL31ARGIE;LIAISON 63kV N0 1 ALSTHOM-ARGIESANS;EN EXPLOITATION;63kV;RTE;2;ARGIEL31RONCH;LIAISON 63kV N0 1 ARGIESANS-RONCHAMP;;;;;;
AERIEN;FEURSL31MTRON;LIAISON 63kV N0 1 FEURS-MONTROND;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SSVITL31ZSSFE;LIAISON 63kV N0 1 PALENTE-ST-FERJEUX-ST-VIT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SSRIVL31ZSSRI;LIAISON 63kV N0 1 CONTES - COURBAISSE (LA) - ST-JEAN-LA-RIVIERE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;TABARL61ZGIEN;LIAISON 225kV N0 1 GARCHIZY - GIEN - TABARDERIE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TOLLEL41TOURL;LIAISON 90kV N0 1 TOLLEVAST-TOURLAVILLE;EN EXPLOITATION;90kV;RTE;2;TOLLEL42TOURL;LIAISON 90kV N0 2 TOLLEVAST-TOURLAVILLE;;;;;;
AERIEN;PLANTL31ZC.RH;LIAISON 63kV N0 1 CHATEAUNEUF-DU-RHONE - CHATEAUNEUF - PLANTADES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;TALAML31ZSSCE;LIAISON 63kV N0 1 LAVAL-DE-CERE - TALAMET - ST-CERE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ARGIEL31ESSER;LIAISON 63kV N0 1 ARGIESANS-ESSERT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BZNE L31V.LAN;LIAISON 63kV N0 1 BOURNE (LA)-VILLARD-DE-LANS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CERGYL71MEZE5;LIAISON 400kV N0 1 CERGY - MEZEROLLES;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MASSYL41VLEJU;LIAISON 90kV N0 1 MASSY-VILLEJUST;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BANNAL32ZCOSQ;LIAISON 63kV N0 2 BANNALEC-CONCARNEAU-MELGVEN;EN EXPLOITATION;63kV;RTE;2;BANNAL32ZCOSQ;LIAISON 63kV N0 2 BANNALEC-CONCARNEAU-MELGVEN;;;;;;
AERIEN;HOUDRL71VINCE;LIAISON 400kV N0 1 HOUDREVILLE - VINCEY;EN EXPLOITATION;400kV;RTE;2;MUHLBL71VINCE;LIAISON 400kV N0 1 MUHLBACH - VINCEY;;;;;;
AERIEN;BERTHL31O.CHA;LIAISON 63kV N0 1 BERTHOLENE-ONET-LE-CHATEAU;EN EXPLOITATION;63kV;RTE;2;MIST5L31O.CHA;LIAISON 63kV N0 1 MISTROU-ONET-LE-CHATEAU;;;;;;
AERIEN;DARSEL61RELA5;LIAISON 225kV N0 1 DARSE-RELAIS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CXMONL41J.CLA;LIAISON 90kV N0 1 CHAUMONT (CHASSENEUIL-DU-POITOU) - JAUNAY-CLAN;EN EXPLOITATION;90kV;RTE;2;ORANGL41ZBXLI;LIAISON 90kV N0 1 BEAULIN - JAUNAY-CLAN - ORANGERIE (L);;;;;;
AERIEN;AUTUNL31I.STA;RES. LIAISON 63kV N0 1  AUTUN - IDEAL-STANDARD;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;VALENL61ZQUAR;LIAISON 225kV N0 1 QUAREZ - THIERS (BRUAY-SUR-L'ESCAUT) - VALENCIENNES;EN EXPLOITATION;225kV;RTE;2;FAMARL61VALEN;RES. LIAISON 225kV N0 1 FAMARS - VALENCIENNES;;;;;;
AERIEN;S.DAML61ZRUPR;LIAISON 225kV N0 1 BEAUTOR(POSTE) - RUPREUX - SOISSONS-NOTRE-DAME;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BRUZ L41MORIH;LIAISON 90kV N0 1 BRUZ - MORIHAN;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;LONG9L41SSOME;LIAISON 90kV N0 1 LONGUENESSE - ST-OMER;EN EXPLOITATION;90kV;RTE;2;LONG9L42SSOME;LIAISON 90kV N0 2 LONGUENESSE-ST-OMER;;;;;;
AERIEN;LOUISL41N.ERD;LIAISON 90kV N0 1 LOUISFERT-NORT-SUR-ERDRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;VIRIAL31ZVIRI;LIAISON 63kV N0 1 CADALLES (LES)-FLEYRIAT-VIRIAT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ECHINL41OSTRO;LIAISON 90kV N0 1 ECHINGHEN-OSTROHOVE;EN EXPLOITATION;90kV;RTE;2;ECHINL42OSTRO;LIAISON 90kV N0 2 ECHINGHEN-OSTROHOVE;;;;;;
AERIEN;JANAIL41ZPRR6;LIAISON 90kV N0 1 BELLE-EPINE - BRUZ - JANAIS (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;TUILIL32ZBER5;LIAISON 63kV N0 2 BERGERAC (DISTRIBUTEUR) - PNB-BERGERAC - TUILIERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ETAN5L31OSERA;LIAISON 63kV N0 1 ETANG (L)-OSERAIE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;JOUQUL31MEYRA;LIAISON 63kV N0 1 JOUQUES-MEYRARGUES;EN EXPLOITATION;63kV;RTE;2;JOUQUL32MEYRA;LIAISON 63kV N0 2 JOUQUES-MEYRARGUES;;;;;;
AERIEN;MAUREL41ZC.CA;LIAISON 90kV N0 1 CHATELUS - MAUREIX - CHATRE - CROIX-CADET;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
