Code poste;Nom poste;FONCTION;Etat;Tension (kV);departement
HERBL;HERBLAY;Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
HERS5;HERSE(LA);Poste de transformation;EN EXPLOITATION;400kV;Oise
SSBLA;ST-BLAISE;Poste de transformation;EN EXPLOITATION;63kV;Vosges
SSCH6;ST-CHARLES;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
AUXER;AUXERRE;Poste de transformation;EN EXPLOITATION;63kV;Yonne
AUBEN;AUBENAS;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
ZMETH;PIQUAGE A METHANIER;Point de piquage;EN EXPLOITATION;63kV;Bouches-du-Rhône
ZMTJA;PIQUAGE MONTJAY A LES ULIS (ZMTJA);Point de piquage;EN EXPLOITATION;225kV;Essonne
BONNE;BONNETERRE;Poste de transformation;EN EXPLOITATION;225kV;Rhône
AUREI;AUREILHAN;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
HIRSO;HIRSON;Poste de transformation;EN EXPLOITATION;63kV;Aisne
GERR5;GER;Poste de transformation;EN EXPLOITATION;90kV;Manche
PORCH;PORCHEVILLE;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
ZPANN;PIQUAGE PANNESIERE;Point de piquage;EN EXPLOITATION;63kV;Nièvre
CSLN5;CASTELNAU (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Hérault
PERSA;PERSAN;Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
ZMALL;PIQUAGE A MALLE (LA);Point de piquage;EN EXPLOITATION;63kV;Bouches-du-Rhône
SARRA;SARRANS;Poste de transformation;EN EXPLOITATION;225kV;Aveyron
ZRAGE;RAGEA / CONTA MOTTA 1;Point de piquage;EN EXPLOITATION;63kV;Savoie
SSCO6;ST-COULITZ;Poste de transformation;EN EXPLOITATION;63kV;Finistère
ZP.CR;PIQUAGE PONT DU CRIEU;Point de piquage;ACCORD ADMINISTRATIF;63kV;Ariège
ALLAI;ALLAIRE;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
ALLIE;ALLIERES;Poste de transformation;EN EXPLOITATION;63kV;Rhône
SSMA8;ST-MAXIMIN;Poste de transformation;EN EXPLOITATION;63kV;Var
SSMIH;ST-MIHIEL;Poste de transformation;EN EXPLOITATION;63kV;Meuse
SSMI5;ST-ELOI-LES-MINES;Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
NEGR5;NEGREPELISSE;Poste de transformation;EN EXPLOITATION;225kV;Tarn-et-Garonne
HAMBA;HAMBACH;Poste de transformation;EN EXPLOITATION;63kV;Moselle
SARZE;SARZEAU;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
EUROP;EUROPORT;Poste de transformation;EN EXPLOITATION;90kV;Marne
COUPV;COUPVRAY;Poste de transformation;EN EXPLOITATION;225kV;Seine-et-Marne
ZMRN6;PIQUAGE A MARTINIERE;Point de piquage;EN EXPLOITATION;63kV;Vaucluse
ZPENN;PIQUAGE 1 AUX PENNES;Point de piquage;EN EXPLOITATION;63kV;Bouches-du-Rhône
ZSOL6;PIQUAGE A SOLLIES;Point de piquage;EN EXPLOITATION;63kV;Var
MONN5;MONNERVILLE;Poste de transformation;EN EXPLOITATION;90kV;Eure-et-Loir
MTER5;MONTEREAU (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
SALL7;SALLE (LA);Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
LAVE5;LAVELINE;Poste de transformation;EN EXPLOITATION;63kV;Vosges
ZMARL;PIQUAGE MARLIERE PYL 12;Point de piquage;EN EXPLOITATION;63kV;Ardennes
ZMATE;MATEL / RIORG ROANN 1;Point de piquage;EN EXPLOITATION;63kV;Loire
CZMEL;COURMELLES;Poste de transformation;ACCORD ADMINISTRATIF;63kV;Aisne
CPNIE;CHAMPAGNIER;Poste de transformation;EN EXPLOITATION;400kV;Isère
ZTANI;TANIN / MORZI PRESS 1;Point de piquage;EN EXPLOITATION;63kV;Haute-Savoie
CHA.N;CHALON-NORD;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
CAZER;CAZERES;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
CHA.S;CHARTRES-SUD;Poste de transformation;EN EXPLOITATION;225kV;Eure-et-Loir
CHACE;CHACE;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
CHAL6;CHALON (KODAK-PATHE);Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
ZIVR5;PIQUAGE A IVRY5 (CLIENT);Point de piquage;EN EXPLOITATION;63kV;Paris
ZS.SO;PIQUAGE A SANS-SOUCI;Point de piquage;ACCORD ADMINISTRATIF;63kV;Haute-Garonne
BRIAS;BRIASTRE;Poste de transformation;EN EXPLOITATION;63kV;Nord
ZSAB5;PIQUAGE A SABLONNIERES (LES);Point de piquage;EN EXPLOITATION;63kV;Nord
ZBAS7;PIQUAGE A BASTIDONNE;Point de piquage;EN EXPLOITATION;63kV;Bouches-du-Rhône
ZPER5;PIQUAGE PERPIGNAN 2 (LIAISON CABESZ32M.BRU);Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Orientales
ESPAL;ESPALUNGUE;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
BZRAY;BOURRAY;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
C.BER;CHATEAU-BERNARD;Poste de transformation;EN EXPLOITATION;90kV;Charente
BARET;BARETTES;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
ESSAR;ESSARS;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
F.MAN;FOUR-MANOIR;Poste de transformation;EN EXPLOITATION;63kV;Nord
WAGE;WAGE;Poste de transformation;EN EXPLOITATION;63kV;Oise
WESTH;WESTHOUCK (COPENOR G.I.E.);Poste de transformation;EN EXPLOITATION;225kV;Nord
YDES;YDES;Poste de transformation;EN EXPLOITATION;90kV;Cantal
CHAV5;CHAVAGNES;Poste de transformation;EN EXPLOITATION;90kV;Vendée
RIORG;RIORGES;Poste de transformation;EN EXPLOITATION;225kV;Loire
BEC5;BEC;Poste de transformation;EN EXPLOITATION;225kV;Gironde
BETHI;BETHISY;Poste de transformation;EN EXPLOITATION;63kV;Oise
BEUVR;BEUVRY (LABOURSE);Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
ZAIG5;AIGU5 / PERR5 RANDE 1;Point de piquage;EN EXPLOITATION;45kV;Savoie
ZCOM5;COMME / BANNE MTVIC 1;Point de piquage;EN EXPLOITATION;63kV;Allier
ROMEN;ROMENAY;Poste de transformation;EN EXPLOITATION;63kV;Ain
ROUYE;ROUYE;Poste de transformation;EN EXPLOITATION;63kV;Landes
DELBA;DELBASSE;Poste de transformation;EN EXPLOITATION;90kV;Nord
JONCH;JONCHERE;Poste de transformation;EN EXPLOITATION;63kV;Val-de-Marne
L.MON;LAURAC-MONTREAL;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
ZFAN5;PIQUAGE FANAUDES A MONTMAGNY (ZFAN5);Point de piquage;EN EXPLOITATION;225kV;Val-d'Oise
V.VOI;VERTE-VOIE;Poste de transformation;EN EXPLOITATION;90kV;
AMIEN;AMIENS;Poste de transformation;EN EXPLOITATION;225kV;Somme
BASTI;BASTILLAC;Poste de transformation;EN EXPLOITATION;225kV;Hautes-Pyrénées
CHEV5;CHEVIRE;Poste de transformation;EN EXPLOITATION;225kV;Loire-Atlantique
CHEY6;CHEYLAS (LE);Poste de transformation;EN EXPLOITATION;400kV;Isère
LAON;LAON;Poste de transformation;EN EXPLOITATION;63kV;Aisne
LAROC;LAROCHE;Poste de transformation;EN EXPLOITATION;63kV;Yonne
FACTU;FACTURE;Poste de transformation;EN EXPLOITATION;63kV;Gironde
CORB9;CORBIGNY;Poste de transformation;EN EXPLOITATION;63kV;Nièvre
FRESN;FRESNAY;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
S.GIR;SALIN-DE-GIRAUD;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
ZBOTL;PIQUAGE A BOTLAN;Point de piquage;EN EXPLOITATION;63kV;Finistère
ZBRA5;PIQUAGE VIGUIER (LIAISON VALGRZ31VIGUI);Point de piquage;EN EXPLOITATION;63kV;Aude
ZBZPA;VALE9 / BLERE VARE5 1;Point de piquage;EN EXPLOITATION;90kV;Indre
ZC.BA;C.BAR / G.ILE SSAL5 1;Point de piquage;EN EXPLOITATION;63kV;Savoie
ZCBAU;CBAUD / B.MON CHABR 1;Point de piquage;EN EXPLOITATION;225kV;Drôme
ZCER6;PIQUAGE CERONS (LIAISON PODENZ31SAUCA);Point de piquage;EN EXPLOITATION;63kV;Gironde
ZCRUS;CRUSE / CORNI GEN.P 1;Point de piquage;EN EXPLOITATION;225kV;Haute-Savoie
ZE.CO;PIQUAGE ESCALE (LIAISON CROZEZ31LEZIG);Point de piquage;EN EXPLOITATION;63kV;Aude
NERAC;NERAC;Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
LANGE;LANGEAC;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
LANGO;LANGON;Poste de transformation;EN EXPLOITATION;63kV;Gironde
MALAD;MALADIERE (LA);Poste de transformation;EN EXPLOITATION;63kV;Aube
GEN.P;GENISSIAT-POSTE;Poste de transformation;EN EXPLOITATION;400kV;Ain
COISE;COISELET;Poste de transformation;EN EXPLOITATION;63kV;Jura
P.AGE;PASSAGE-D AGEN;Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
FRONC;FRONCLES;Poste de transformation;EN EXPLOITATION;225kV;Haute-Marne
MEDOQ;MEDOQUINE;Poste de transformation;EN EXPLOITATION;63kV;Gironde
MERDR;MERDRIGNAC;Poste de transformation;EN EXPLOITATION;63kV;Côtes-d'Armor
LIORA;LIORAN;Poste de transformation;EN EXPLOITATION;63kV;Cantal
COULO;COULOMMIERS;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
CPNAC;CHAMPAGNAC;Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
VALLI;VALLIERES;Poste de transformation;EN EXPLOITATION;63kV;Savoie
VAUCA;VAUCANSON;Poste de transformation;EN EXPLOITATION;63kV;Isère
MOUGI;MOUGINS;Poste de transformation;EN EXPLOITATION;225kV;Alpes-Maritimes
GODIN;GODIN;Poste de transformation;EN EXPLOITATION;225kV;Aveyron
ZF.SS;PIQUAGE A LA FONTAINE-ST-HUBERT;Point de piquage;EN EXPLOITATION;63kV;Marne
LOING;LOING;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
LONGA;LONGAGES;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
LORIE;LORIENT;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
G.LUC;GRAND LUCE;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
BEDOU;BEDOULE (LA);Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
A.BOU;ANDREZIEUX-BOUTHEON;Poste de transformation;EN EXPLOITATION;63kV;Loire
PAPIN;PAPIN;Poste de transformation;EN EXPLOITATION;225kV;Ardèche
REVIG;REVIGNY;Poste de transformation;EN EXPLOITATION;400kV;Meuse
LAURO;LAURONS;Poste de transformation;EN EXPLOITATION;63kV;
GARIB;GARIBALDI;Poste de transformation;EN EXPLOITATION;225kV;Paris
GESSE;GESSE;Poste de transformation;EN EXPLOITATION;63kV;Aude
GLAIR;GLAIRE (LA);Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
P.MEE;PONT-DU-MEE;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
P.VAU;PRES-DE-VAUX;Poste de transformation;EN EXPLOITATION;63kV;Doubs
G.MAS;GRAND-MAS (LE);Poste de transformation;EN EXPLOITATION;225kV;Puy-de-Dôme
M.BL5;MAISON-BLANCHE (MARINE NATIONALE A BREST);Poste de transformation;EN EXPLOITATION;63kV;Finistère
VIVIE;VIVIEZ;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
MOISE;MOISENAY;Poste de transformation;EN EXPLOITATION;225kV;Seine-et-Marne
MORZI;MORZINE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
MOTTA;MOTTARET;Poste de transformation;EN EXPLOITATION;63kV;Savoie
M.ROI;MONTIGNY-LE-ROI;Poste de transformation;EN EXPLOITATION;63kV;Haute-Marne
ALLIN;ALLINGES;Poste de transformation;EN EXPLOITATION;225kV;Haute-Savoie
ZGARR;PIQUAGE A GARRIGOU;Point de piquage;EN EXPLOITATION;225kV;Tarn
LAMBR;LAMBRES-LES-DOUAI;Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
F.GOS;FOND GOSSON;Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
MAGNY;MAGNY(-SUR TILLE);Poste de transformation;EN EXPLOITATION;225kV;Côte-d'Or
TERNE;TERNES;Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
THIO6;THIONVILLE (USINOR ACIERIES);Poste de transformation;EN EXPLOITATION;63kV;Moselle
ZPAST;PIQUAGE PASTOUREL LIAISON CSLN5Z31MTPEL;Point de piquage;EN EXPLOITATION;63kV;Hérault
NOAIL;NOAILLES;Poste de transformation;EN EXPLOITATION;63kV;Corrèze
SSAU5;ST-AUBIN;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
VELAR;VELARS;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
VICLA;VICLAIRE;Poste de transformation;EN EXPLOITATION;63kV;Savoie
MQISE;MARQUISE;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
SSFOY;STE-FOY(-LA-GRANDE);Poste de transformation;EN EXPLOITATION;63kV;Dordogne
1BAS5;BASSIES;Poste de transformation;EN EXPLOITATION;<45kV;Ariège
BASCA;BASCAT;Poste de transformation;ACCORD ADMINISTRATIF;63kV;Landes
G.CER;GORGES-DE-LA-CERE;Poste de transformation;EN EXPLOITATION;63kV;Corrèze
MTMAR;MONTMARTEL;Poste de transformation;EN EXPLOITATION;63kV;Vaucluse
MTREV;MONTREVEL;Poste de transformation;EN EXPLOITATION;63kV;Ain
TOUSS;TOUSSON;Poste de transformation;EN EXPLOITATION;63kV;Essonne
POINT;POINTES;Poste de transformation;EN EXPLOITATION;90kV;Marne
N.LOO;NOTRE-DAME-DE-LOOS;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Nord
SSCH5;ST-MARTIN-LA-CHAMBRE;Poste de transformation;EN EXPLOITATION;45kV;Savoie
LOUPI;LOUPIAN;Poste de transformation;EN EXPLOITATION;63kV;Hérault
SONNE;SONNETTES;Poste de transformation;EN EXPLOITATION;225kV;Val-de-Marne
M.MIC;MAS DE MICHEL;Poste de transformation;EN EXPLOITATION;63kV;Gard
CTAU5;CHATEAUROUX;Poste de transformation;EN EXPLOITATION;90kV;Indre
CERIZ;CERIZAY;Poste de transformation;EN EXPLOITATION;90kV;Deux-Sèvres
BERG6;PNB-BERGERAC;Poste de transformation;EN EXPLOITATION;63kV;Dordogne
SSGEI;ST-GEIN;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Landes
ZSEIG;PIQUAGE A SEIGNAS;Point de piquage;EN EXPLOITATION;63kV;Aude
CZSEU;COURSEULLES (SUR-MER);Poste de transformation;EN EXPLOITATION;225kV;
CHARR;CHARRAUT (LE);Poste de transformation;EN EXPLOITATION;90kV;Vienne
BEYRE;BEYREDE (POSTE MIXTE RTE - CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
CHEVI;CHEVILLY;Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
BENE5;BENETIERE;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
VICOG;VICOGNE (LA);Poste de transformation;EN EXPLOITATION;225kV;Somme
ALRAN;ALRANCE;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
CHEV6;CHEVAIN;Poste de transformation;EN EXPLOITATION;90kV;Orne
GARRI;GARRIGOU;Poste de transformation;EN EXPLOITATION;225kV;Tarn
CAHO5;CAHORS (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Lot
M.PIN;MONT-PINSON;Poste de transformation;EN EXPLOITATION;90kV;Ardennes
MARZA;MARZAN;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
SSCAT;ST-DENIS-CATUS;Poste de transformation;EN EXPLOITATION;63kV;Lot
PRAD6;PRADINAS;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
FIER;FIER;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
ETREZ;ETREZ;Poste de transformation;EN EXPLOITATION;63kV;Ain
BERTH;BERTHOLENE;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
BRAS5;BRASSAC;Poste de transformation;EN EXPLOITATION;63kV;Tarn
CHAB7;CHABROL;Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
BVILL;BELLEVILLE (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;Rhône
MARL5;MARLIERE;Poste de transformation;EN EXPLOITATION;63kV;Ardennes
SSMO6;ST-PIERRE-LE-MOUTIER;Poste de transformation;EN EXPLOITATION;63kV;Nièvre
COUFF;COUFFRAU;Poste de transformation;EN EXPLOITATION;225kV;Aveyron
AVRAN;AVRANCHES;Poste de transformation;EN EXPLOITATION;90kV;Manche
MORIH;MORIHAN;Poste de transformation;EN EXPLOITATION;225kV;Ille-et-Vilaine
SSFL8;ST-FLOUR;Poste de transformation;EN EXPLOITATION;63kV;Cantal
MORCH;MORCHIES;Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
L.NEU;LOGIS-NEUF;Poste de transformation;EN EXPLOITATION;225kV;Ardèche
AMELO;AMELOT (AEROPORT PARIS NORD);Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
CIERP;CIERP;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
TAUTE;TAUTE;Poste de transformation;EN EXPLOITATION;400kV;Manche
SEGUI;SEGUIN;Poste de transformation;EN EXPLOITATION;63kV;Yvelines
SSALA;STE-ALAUZIE;Poste de transformation;EN EXPLOITATION;63kV;Lot
1CLAM;CLAMART;Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
FEISS;FEISSONS;Poste de transformation;EN EXPLOITATION;63kV;Savoie
1AMBI;AMBIALET /AVALATS 33KV;Poste de transformation;EN EXPLOITATION;<45kV;Tarn
B.BAS;BAS-EN-BASSET;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
NEUVY;NEUVY;Poste de transformation;EN EXPLOITATION;63kV;Loiret
GALL5;GALLAIS;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Charente
J.LAC;JARDIN DU LAC;Poste de transformation;ACCORD ADMINISTRATIF;90kV;Charente
MESN5;MESNIER (CHEZ);Poste de transformation;EN EXPLOITATION;90kV;Charente
COUSL;COUSLIET;Poste de transformation;ACCORD ADMINISTRATIF;400kV;Pas-de-Calais
NEUSS;NEUSSARGUES;Poste de transformation;EN EXPLOITATION;63kV;Cantal
PELIS;PELISSIER;Poste de transformation;EN EXPLOITATION;225kV;Tarn
BAGE;BAGE (STATION DE POMPAGE);Poste de transformation;EN EXPLOITATION;63kV;Aveyron
SSAP5;ST-CHELY-D'APCHER (SOC.METAL.DE ST-CHELY);Poste de transformation;EN EXPLOITATION;63kV;Lozère
B.AI5;BEL-AIR (CLIENT);Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
QUIRI;QUIRIN;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Finistère
ZMORE;PIQUAGE A MOREAU;Point de piquage;EN EXPLOITATION;225kV;Aude
ZGOUD;PIQUAGE GOUDOULI;Point de piquage;EN EXPLOITATION;63kV;Haute-Garonne
F.FRE;FAUX-FRESNAY;Poste de transformation;EN EXPLOITATION;400kV;Marne
ZLES8;PIQUAGE A LESCAR;Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
ZBATO;PIQUAGE A BATON;Point de piquage;EN EXPLOITATION;63kV;Isère
SSSA7;ST-SAUVEUR (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Lozère
PEU.N;PEUGEOT-NORD;Poste de transformation;EN EXPLOITATION;63kV;Doubs
FOUGE;FOUGERES;Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
VLEGA;VILLEGATS;Poste de transformation;EN EXPLOITATION;90kV;Charente
LOUIS;LOUISFERT;Poste de transformation;EN EXPLOITATION;400kV;Loire-Atlantique
LUZI1;LUZIERES I;Poste de transformation;EN EXPLOITATION;63kV;Tarn
VIGNE;VIGNE (LA);Poste de transformation;EN EXPLOITATION;225kV;Yonne
GRAUL;GRAULHET;Poste de transformation;EN EXPLOITATION;63kV;Tarn
SSCOM;ST-GEORGES-DE-COMMIERS;Poste de transformation;EN EXPLOITATION;63kV;Isère
PIOVI;PIOVIT;Poste de transformation;EN EXPLOITATION;63kV;Dordogne
MTMEL;MONTMELIAN;Poste de transformation;EN EXPLOITATION;63kV;Savoie
KERL5;KERLOURY;Poste de transformation;EN EXPLOITATION;63kV;Finistère
L.BAL;LAU-BALAGNAS;Poste de transformation;EN EXPLOITATION;150kV;Hautes-Pyrénées
LAFOX;LAFOX;Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
LAMBA;LAMBALLE;Poste de transformation;EN EXPLOITATION;63kV;Côtes-d'Armor
LANDI;LANDIVISIAU;Poste de transformation;EN EXPLOITATION;63kV;Finistère
LANG5;LANGONNET;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
RENAI;RENAIRES;Poste de transformation;EN EXPLOITATION;225kV;
SSAM7;ST-AMOUR (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;Ain
SSFAU;ST-PIERRE-DE-FAUCIGNY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
ZP.BE;P.BEN / B.ETO MOUCH 2;Point de piquage;EN EXPLOITATION;63kV;Rhône
CESSI;CESSIER (LE);Poste de transformation;EN EXPLOITATION;225kV;Aisne
AUBI5;AUBIGNY;Poste de transformation;EN EXPLOITATION;63kV;Cher
BRIVE;BRIVET;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
BROSS;BROSSE;Poste de transformation;EN EXPLOITATION;63kV;Rhône
BROTT;BROTTEAUX;Poste de transformation;EN EXPLOITATION;63kV;Rhône
LOUE;LOUE;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
LUCON;LUCON;Poste de transformation;EN EXPLOITATION;90kV;Vendée
LURE;LURE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Saône
M.ACH;MOTHE ACHARD;Poste de transformation;EN EXPLOITATION;90kV;Vendée
SSMON;ST-JEAN-DE-MONTS;Poste de transformation;EN EXPLOITATION;90kV;
SSRIE;ST-HILAIRE-DE-RIEZ;Poste de transformation;EN EXPLOITATION;90kV;Vendée
TADEN;TADEN;Poste de transformation;EN EXPLOITATION;63kV;Côtes-d'Armor
TARAR;TARARE;Poste de transformation;EN EXPLOITATION;63kV;Rhône
SSJEA;ST-JEAN;Poste de transformation;EN EXPLOITATION;63kV;Aisne
SUZE;SUZE (LA);Poste de transformation;EN EXPLOITATION;90kV;Sarthe
LOUHA;LOUHANS;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
LABOU;LABOUHEYRE;Poste de transformation;EN EXPLOITATION;63kV;Landes
LAMAR;LAMARCK;Poste de transformation;EN EXPLOITATION;63kV;Hauts-de-Seine
LANG8;LANGOGNE;Poste de transformation;EN EXPLOITATION;63kV;Lozère
LESP5;LESPARRE (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;Gironde
BORDI;BORDIERES;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
BORLY;BORLY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
BOUCE;BOUCEY;Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
BOUCH;BOUCHAIN;Poste de transformation;EN EXPLOITATION;400kV;Nord
BOULA;BOULAY;Poste de transformation;EN EXPLOITATION;63kV;Moselle
BOULI;BOULIEU;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
ROUGE;ROUGEMONTIER;Poste de transformation;EN EXPLOITATION;400kV;Eure
BARQU;BARQUET;Poste de transformation;EN EXPLOITATION;225kV;Eure
BECQU;BECQUE;Poste de transformation;EN EXPLOITATION;90kV;
BEINH;BEINHEIM;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
BLAVO;BLAVOZY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
SSHUB;ST-HUBERT;Poste de transformation;EN EXPLOITATION;225kV;Moselle
MORVE;MORVENT;Poste de transformation;EN EXPLOITATION;90kV;Yvelines
MOUZO;MOUZON (SOLLAC);Poste de transformation;EN EXPLOITATION;63kV;Ardennes
ANOUL;ANOULD;Poste de transformation;EN EXPLOITATION;225kV;Vosges
ARNAG;ARNAGE;Poste de transformation;EN EXPLOITATION;225kV;Sarthe
AVALL;AVALLON;Poste de transformation;EN EXPLOITATION;225kV;Yonne
BRENN;BRENNILIS;Poste de transformation;EN EXPLOITATION;225kV;Finistère
T.GAT;THIMERT-GATELLES (PROD. CRUCEY);Poste de transformation;EN EXPLOITATION;90kV;Eure-et-Loir
CERET;CERET;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
MAGNA;MAGNANVILLE;Poste de transformation;EN EXPLOITATION;90kV;Yvelines
MARCL;MARCLAZ;Poste de transformation;EN EXPLOITATION;63kV;
THIER;THIERS (BRUAY-SUR-L'ESCAUT);Poste de transformation;EN EXPLOITATION;225kV;Nord
PALEN;PALENTE;Poste de transformation;EN EXPLOITATION;225kV;Doubs
CPFL5;CHAMPFLEUR;Poste de transformation;EN EXPLOITATION;225kV;Orne
SEREI;SEREIN;Poste de transformation;EN EXPLOITATION;400kV;Yonne
SIERE;SIERENTZ;Poste de transformation;EN EXPLOITATION;400kV;Haut-Rhin
VALDI;VALDIVIENNE;Poste de transformation;EN EXPLOITATION;400kV;Vienne
VLEMA;VILLEMANDEUR;Poste de transformation;EN EXPLOITATION;225kV;Loiret
SOLEI;SOLEIL (LE);Poste de transformation;EN EXPLOITATION;225kV;Loire
P.COR;PIVOZ-CORDIER;Poste de transformation;EN EXPLOITATION;400kV;Loire
P.VIZ;PEAGE-DE-VIZILLE;Poste de transformation;EN EXPLOITATION;63kV;Isère
VIEVR;VIEVRE;Poste de transformation;EN EXPLOITATION;90kV;Eure
LANIN;LANINON;Poste de transformation;EN EXPLOITATION;63kV;Finistère
LANOB;LANOBRE;Poste de transformation;EN EXPLOITATION;90kV;Corrèze
LAVA2;LAVAUR II;Poste de transformation;EN EXPLOITATION;63kV;Corrèze
CLAYE;CLAYETTE (LA);Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
COUES;COUESQUE;Poste de transformation;EN EXPLOITATION;225kV;Aveyron
ZMIGE;PIQUAGE A MIGENNES (LIGNE N0 1);Point de piquage;EN EXPLOITATION;63kV;Yonne
ZORS6;PIQUAGE A CROISSY-BEAUBOURG;Point de piquage;EN EXPLOITATION;225kV;Seine-et-Marne
ZSAU9;PIQUAGE SAULNOIS;Point de piquage;EN EXPLOITATION;225kV;Moselle
ZTERT;TERTR / C.REN VENDO 1;Point de piquage;EN EXPLOITATION;90kV;Loir-et-Cher
ZTREL;J.LOI / CORBI ROSER 1;Point de piquage;EN EXPLOITATION;90kV;Maine-et-Loire
P.MOE;PREVESSIN-MOENS;Poste de transformation;EN EXPLOITATION;63kV;Ain
BOUTR;BOUTRE;Poste de transformation;EN EXPLOITATION;400kV;Bouches-du-Rhône
